spectraltype,redshift,color,temperature,gravity,metallicity
O9.5Ib...,-5.55786E-05,-0.199,9899,2.924,0.09
K7V,-5.195286E-06,1.363,3900,4.232,0.17
O9.5Vvar,0.0001178493,0.18,6537,2.497,-2.09
O9.5Vvar,3.811909E-05,0.18,6537,2.497,-2.09
O9.5Ib...,-0.0001049896,-0.199,9899,2.924,0.09
F7Vm,-0.0004468677,0.378,6061,3.58,-1.07
O9.5Ib...,0.0003526469,-0.199,9899,2.924,0.09
O9.5Vvar,5.715953E-05,0.18,6537,2.497,-2.09
M1V,0.0002036233,1.474,3705,4.8,0.6
O9.5Vvar,-3.921026E-05,0.18,6537,2.497,-2.09
O9.5Vvar,6.145581E-05,0.18,6537,2.497,-2.09
O9.5Vvar,5.533704E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001197449,0.18,6537,2.497,-2.09
0,-3.137448E-05,0.44,6064,4.24,-0.33
O9.5Vvar,-3.777355E-06,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001399971,0.18,6537,2.497,-2.09
F8IV,2.672196E-05,0.456,6163,4.12,-0.29
O9.5Ib...,-6.781785E-05,-0.199,9899,2.924,0.09
M1V,0.0005766472,1.474,3705,4.8,0.6
O9.5Ib...,0.0002256254,-0.199,9899,2.924,0.09
O9.5Vvar,-0.000240599,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0001629633,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001466898,-0.199,9899,2.924,0.09
O9.5Vvar,-0.0002210892,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001423022,0.18,6537,2.497,-2.09
M1V,0.0002880327,1.474,3705,4.8,0.6
O9.5Ib...,7.116554E-05,-0.199,9899,2.924,0.09
O9.5Vvar,-4.96315E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001443339,-0.199,9899,2.924,0.09
O9.5Ib...,0.000970028,-0.199,9899,2.924,0.09
K3V,-3.264824E-05,1.108,4246,4.368,-0.28
O9.5Vvar,-0.0001190419,0.18,6537,2.497,-2.09
O9.5Vvar,-6.006844E-05,0.18,6537,2.497,-2.09
O9.5Vvar,-6.317041E-06,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002471733,-0.199,9899,2.924,0.09
O9.5Vvar,2.155194E-05,0.18,6537,2.497,-2.09
O9.5Ib...,-4.400376E-05,-0.199,9899,2.924,0.09
O9.5Vvar,0.000173115,0.18,6537,2.497,-2.09
M1V,0.0006056891,1.474,3705,4.8,0.6
G0V,0.0001276861,0.564,5651,4.42,-0.32
F8V-VI,0.0002538658,0.446,5895,4.41,-1.05
K3III,-2.227388E-05,1.299,4395,2.11,-0.01
M1V,0.0004462479,1.474,3705,4.8,0.6
M1V,0.0007125127,1.474,3705,4.8,0.6
K7V,0.0005933092,1.363,3900,4.232,0.17
M1V,0.0001027678,1.474,3705,4.8,0.6
M1V,0.0004988563,1.474,3705,4.8,0.6
G5III,0.0005398847,0.709,5073,2.51,-1.44
Fw,-4.047963E-05,0.647,4949,1.32,-2.32
M1V,0.0008593256,1.474,3705,4.8,0.6
Fw,0.0002148311,0.647,4949,1.32,-2.32
M1V,0.001047651,1.474,3705,4.8,0.6
Fw,3.944671E-06,0.647,4949,1.32,-2.32
K5III,0.0001757662,1.538,3922,1.21,-0.17
O9.5Ib...,0.001262842,-0.199,9899,2.924,0.09
M1V,0.0002327382,1.474,3705,4.8,0.6
M1V,0.0005329003,1.474,3705,4.8,0.6
G3IV,0.0003448904,0.828,5126,3.5,-0.59
G7V,-4.821734E-06,0.656,5377,4.5,-0.35
G5,-0.0001625825,0.717,5426,4.5,-0.04
G5Vp,0.0005733516,0.704,5320,4.49,-0.76
K1V,8.746334E-06,0.811,5059,4.45,-0.16
K2V,0.0001351496,0.871,4955,4.47,-0.23
K0IV,0.0002346047,0.841,5074,3.49,-0.1
A0,2.478561E-05,0.116,7652,4.287,0.06
G0,0.0003505428,0.564,5720,4.4,-0.54
K0,-0.000139944,0.773,5261,4.55,-0.03
K3III,-8.293071E-05,1.299,4395,2.11,-0.01
K0V,0.000210506,0.819,5139,4.79,-0.07
K,-9.087029E-05,1.176,4246,4.24,0
G8V,0.0001733224,0.749,5239,4.5,-0.21
K0,0.0003007594,0.773,5261,4.55,-0.03
K3V,3.862822E-05,1.038,4528,4.251,0.07
G8IV-V,-1.929668E-05,0.701,5563,4.23,-0.02
G8V,0.000330973,0.692,5285,4.62,-0.71
G0V,0.0009948038,0.526,5704,4.36,-0.74
K0V,-1.159208E-05,0.786,5221,4.5,-0.24
K0,-7.993911E-05,0.773,5261,4.55,-0.03
G5,0.0001097343,0.717,5426,4.5,-0.04
K0IV,7.615701E-05,0.841,5074,3.49,-0.1
G8V,0.0005836763,0.692,5285,4.62,-0.71
G3IV,0.0008188831,0.828,5126,3.5,-0.59
G8Vp,5.635808E-05,0.754,5047,4.59,-1.34
K1V,-0.0003152328,0.811,5059,4.45,-0.16
G0V,-0.0001684687,0.564,5651,4.42,-0.32
G5III...,-0.0005123765,0.84,4861,2.43,-0.66
G8Vp,-0.000347781,0.754,5047,4.59,-1.34
K3III,0.0001024327,1.299,4395,2.11,-0.01
M1V,-0.0005304171,1.474,3705,4.8,0.6
M2V,-0.0003959819,1.502,3717,4.89,-0.2
K0V,-0.0001210326,0.786,5221,4.5,-0.24
G8III-IV,-0.0004461163,0.936,4761,2.55,-0.75
sdG2,-0.0002435467,0.621,5405,4.49,-1.7
K1V,-0.0001396141,0.811,5059,4.45,-0.16
K5V,6.736473E-05,0.983,4576,4.414,-0.39
M1V,-0.0003446221,1.474,3705,4.8,0.6
M1V,-0.0004754239,1.474,3705,4.8,0.6
G8III-IV,-9.282488E-05,0.935,4671,2.46,-0.51
G1V,-0.0001039024,0.712,5613,4.11,-0.94
sdG2,0.0004617446,0.621,5405,4.49,-1.7
G5Vp,-8.659034E-05,0.704,5320,4.49,-0.76
G5,-5.343732E-05,0.717,5426,4.5,-0.04
G2V,-5.14776E-05,0.539,5373,4.37,-1.08
K3III,4.805447E-05,1.299,4395,2.11,-0.01
M1V,-0.0002612213,1.474,3705,4.8,0.6
M1V,-0.000616515,1.474,3705,4.8,0.6
G5III,0.0003001295,0.709,5073,2.51,-1.44
0,0.0009866901,0.536,5665,4.28,-0.99
K3V,0.0001249525,1.038,4528,4.251,0.07
K0V,0.0001422182,0.786,5221,4.5,-0.24
K1V,0.0001679953,0.811,5059,4.45,-0.16
G7V,3.326415E-05,0.656,5377,4.5,-0.35
G1V,-0.0004157291,0.6,5630,4.5,-0.45
G5,0.0001660648,0.717,5426,4.5,-0.04
K5V,0.0001781541,0.983,4576,4.414,-0.39
G5,-1.225471E-05,0.717,5426,4.5,-0.04
G1V,-2.09537E-05,0.6,5630,4.5,-0.45
G1V,-1.50148E-05,0.6,5630,4.5,-0.45
G6V,0.0003908967,0.603,5474,4.16,-0.67
G3IV,-9.757153E-05,0.828,5126,3.5,-0.59
K1V,-5.245215E-05,0.811,5059,4.45,-0.16
K1V,3.285124E-06,0.811,5059,4.45,-0.16
G8Vp,-0.0003090915,0.754,5047,4.59,-1.34
G5III...,6.34124E-05,0.84,4861,2.43,-0.66
G5III...,-2.57278E-05,0.84,4861,2.43,-0.66
G0.5Vb,9.737023E-05,0.558,5756,0,-0.08
G5III,1.768327E-05,0.709,5073,2.51,-1.44
G1V,-8.312866E-05,0.6,5630,4.5,-0.45
G5Vp,-1.910075E-05,0.704,5320,4.49,-0.76
K0,0.000262417,0.773,5261,4.55,-0.03
F9V,-0.0001183182,0.635,5375,3.543,-0.43
F9V,0.0002068208,0.518,6038,4.37,-0.08
K3Vvar,1.421245E-05,1,4727,4.5,0.05
G8V,0.0005176382,0.692,5285,4.62,-0.71
G0V,0.0002025752,0.564,5651,4.42,-0.32
K0V,0.0003910864,0.786,5221,4.5,-0.24
G5Vp,-0.0001738742,0.704,5320,4.49,-0.76
G6V,0.0005941196,0.603,5474,4.16,-0.67
G6V,0.0008374403,0.603,5474,4.16,-0.67
K7V,0.001464573,1.363,3900,4.232,0.17
M1V,3.788153E-05,1.474,3705,4.8,0.6
M1V,3.070814E-05,1.474,3705,4.8,0.6
F8V,3.724767E-05,0.502,5891,3.939,-0.34
F8V,0.0003163746,0.502,5891,3.939,-0.34
K3V,9.649904E-05,1.038,4528,4.251,0.07
F9V,0.0001737633,0.518,6038,4.37,-0.08
G5,0.0004632718,0.645,5476,4.357,-0.32
M1V,0.0007604503,1.474,3705,4.8,0.6
F7V,7.399477E-05,0.473,6159,4.5,-0.04
F9V,7.555026E-05,0.518,6038,4.37,-0.08
O9.5Ib...,0.0002205976,-0.199,9899,2.924,0.09
G1V,0.0002100343,0.6,5630,4.5,-0.45
F8IV,0.0001239046,0.456,6163,4.12,-0.29
F9V,0.0002952015,0.518,6038,4.37,-0.08
F9V,0.0002665602,0.486,5790,3.7,-0.65
K3III,0.0001594978,1.299,4395,2.11,-0.01
M1V,0.0005232777,1.474,3705,4.8,0.6
F5,0.0002065189,0.455,6246,4.223,-0.12
F5V,0.0003152573,0.388,6501,4,-0.22
G0,9.08775E-05,0.564,5720,4.4,-0.54
G7V,0.0001314842,0.656,5377,4.5,-0.35
G8p...,4.385622E-05,1.323,4547,1.93,-0.33
M1V,0.0002369342,1.474,3705,4.8,0.6
M1V,9.259509E-05,1.474,3705,4.8,0.6
M1V,0.0006700198,1.474,3705,4.8,0.6
Fw,-0.0001732125,0.647,4949,1.32,-2.32
M1V,0.0002069753,1.474,3705,4.8,0.6
F8,0.0001777232,0.513,5929,4.154,-0.11
M1V,6.835664E-05,1.474,3705,4.8,0.6
M1V,0.0002567019,1.474,3705,4.8,0.6
G8IV-V,6.114091E-06,0.701,5563,4.23,-0.02
K3V,3.237072E-05,0.95,4775,4.409,-0.12
K3V,7.036186E-05,0.95,4775,4.409,-0.12
M1V,0.0006196602,1.474,3705,4.8,0.6
K7V,0.00048292,1.363,3900,4.232,0.17
K7V,-5.62984E-05,1.363,3900,4.232,0.17
M1V,-0.0003983467,1.474,3705,4.8,0.6
G5,5.835215E-05,0.58,5625,4.2,-0.21
G0V,-0.0003399742,0.536,5621,4.03,-1.02
M1V,-0.0007511434,1.474,3705,4.8,0.6
M1V,-0.0004272895,1.474,3705,4.8,0.6
M1V,-3.904642E-05,1.474,3705,4.8,0.6
K2V,-7.039759E-05,0.871,4955,4.47,-0.23
G8V,-0.0002096785,0.692,5285,4.62,-0.71
K3V,5.233691E-05,0.95,4775,4.409,-0.12
K5IV,-0.0001123081,1.063,4353,4.522,-0.47
G0V,-0.0002111765,0.526,5704,4.36,-0.74
G5,-7.258733E-05,0.645,5476,4.357,-0.32
G1V,-0.0004986328,0.561,5659,4.42,-0.6
K0V,-3.694935E-05,0.786,5221,4.5,-0.24
G5,5.95974E-05,0.717,5426,4.5,-0.04
F9V,-0.0003290734,0.568,5748,4.17,-0.42
G0V,-6.224011E-05,0.564,5651,4.42,-0.32
G0,-8.713927E-05,0.564,5720,4.4,-0.54
K3V,-0.0002619923,1.038,4528,4.251,0.07
A0,-4.891838E-05,0.116,7652,4.287,0.06
K3III,4.533256E-05,1.299,4395,2.11,-0.01
K3V,-9.493782E-05,1.108,4246,4.368,-0.28
M1V,-0.000524427,1.474,3705,4.8,0.6
K3V,1.062947E-05,1.108,4246,4.368,-0.28
K0II-III..,3.574655E-05,1.159,4343,1.76,-0.54
F8V,-6.384688E-05,0.502,5891,3.939,-0.34
M1V,-0.0008084265,1.474,3705,4.8,0.6
M1V,-0.0003588697,1.474,3705,4.8,0.6
F7V,-9.860469E-05,0.465,5935,4.24,-0.54
M1V,-5.843397E-05,1.474,3705,4.8,0.6
G2Ib,-0.0002967718,0.959,5179,1.33,0.18
M1V,-0.0008699537,1.474,3705,4.8,0.6
B5,-0.0003119904,0.326,6162,4.05,-2.26
F5,-8.620026E-05,0.455,6246,4.223,-0.12
M1V,-0.0004122532,1.474,3705,4.8,0.6
K0V,-0.0001517939,0.786,5221,4.5,-0.24
G5,-9.469531E-06,0.717,5426,4.5,-0.04
G5Vp,-0.0002114454,0.704,5320,4.49,-0.76
M1V,-0.0003800043,1.474,3705,4.8,0.6
M1V,8.639356E-05,1.474,3705,4.8,0.6
K7V,-6.729078E-05,1.354,3962,4.5,-0.36
K1V,-1.365284E-05,0.811,5059,4.45,-0.16
K0V,9.531772E-05,0.786,5221,4.5,-0.24
K7V,-0.0005760448,1.363,3900,4.232,0.17
K3V,0.0001413873,1.038,4528,4.251,0.07
F6IVwvar,0.000147601,0.382,6275,4.03,-0.57
G0,-0.0002282504,0.564,5720,4.4,-0.54
0,-0.002636456,1.474,5260,2.74,-1.05
M1V,-0.0002022244,1.474,3705,4.8,0.6
M1V,7.058144E-05,1.474,3705,4.8,0.6
M2V,-0.0009378391,1.502,3717,4.89,-0.2
F8V,7.42004E-05,0.499,6155,4.5,-0.15
O9.5Ib...,0.0006753597,-0.199,9899,2.924,0.09
F9V,6.107384E-05,0.518,6038,4.37,-0.08
G5,-7.698189E-05,0.645,5476,4.357,-0.32
F8V,-0.0001886254,0.661,5152,2.4,-1.42
M1V,-0.0003809613,1.474,3705,4.8,0.6
K1V,0.0002631455,0.819,5169,4.43,-0.17
G0V,-0.0002153084,0.868,5575,4.266,-0.15
G8IVvar,-6.674107E-05,0.835,5123,3.15,-0.09
G0,6.131085E-05,0.645,5467,4.68,-0.4
A2,-4.14541E-05,0.298,7118,4.045,-0.15
G5,-0.0001529101,0.58,5625,4.2,-0.21
K0V,-0.0001044783,0.786,5221,4.5,-0.24
K0,-0.0001087268,0.773,5261,4.55,-0.03
G0V,0.0001645738,0.564,5651,4.42,-0.32
G0V,4.305415E-06,0.564,5651,4.42,-0.32
K2V,-0.000286424,0.871,4955,4.47,-0.23
G5,4.327062E-05,0.732,5281,4.374,-0.12
G1V,-0.0002524038,0.6,5630,4.5,-0.45
G5,-0.0002535239,0.732,5281,4.374,-0.12
K0,0.0001297643,0.773,5261,4.55,-0.03
G5Vp,-4.263786E-05,0.704,5320,4.49,-0.76
G8V,-0.0001813287,0.692,5285,4.62,-0.71
G8Vp,-0.0005218286,0.754,5047,4.59,-1.34
K0,5.430314E-05,0.773,5261,4.55,-0.03
K5V,-0.0001684759,0.983,4576,4.414,-0.39
K3V,-0.0002911986,0.95,4775,4.409,-0.12
G0V,-0.0009405586,0.547,5704,4.05,-0.64
Fw,-0.0005435518,0.647,4949,1.32,-2.32
G2V,-0.0001646796,0.65,5777,4.44,0
F9V,8.948042E-05,0.479,5841,4.16,-0.72
F0,-6.994709E-06,0.359,6767,4.083,-0.21
F8,0.0004279526,0.53,5873,4.37,-0.45
K0IV,-0.0001151766,0.899,4923,3.19,-0.19
G1V,-6.324993E-05,0.6,5630,4.5,-0.45
G5,-0.0001909818,0.717,5426,4.5,-0.04
G1V,0.0001128597,0.6,5630,4.5,-0.45
G5,-5.319752E-05,0.645,5476,4.357,-0.32
G5,-0.0002638922,0.645,5476,4.357,-0.32
F9V,0.0003436894,0.497,5830,3.89,-0.85
K1V,-0.0001732958,0.811,5059,4.45,-0.16
G3IV,-0.0001803246,0.828,5126,3.5,-0.59
G5,-0.0001658756,0.732,5281,4.374,-0.12
K7V,-0.0002419518,1.363,3900,4.232,0.17
M1V,-0.0003551638,1.474,3705,4.8,0.6
O9.5Ib...,-6.81859E-06,-0.199,9899,2.924,0.09
G1V,-0.000755125,0.6,5630,4.5,-0.45
G0,8.940158E-05,0.645,5467,4.68,-0.4
Fw,5.465865E-06,0.647,4949,1.32,-2.32
M1V,-0.0002300298,1.474,3705,4.8,0.6
F9V,6.845063E-05,0.518,6038,4.37,-0.08
A0,0.0001260066,0.116,7652,4.287,0.06
F8,4.34239E-05,0.419,6245,4.234,-0.49
K0II-III..,0.0002588064,1.159,4343,1.76,-0.54
F8IV,-0.0001230303,0.456,6163,4.12,-0.29
G0,7.037736E-05,0.564,5720,4.4,-0.54
F9V,-6.32499E-05,0.518,6038,4.37,-0.08
F8,-9.146731E-05,0.53,5873,4.37,-0.45
G5,0.0001118139,0.717,5426,4.5,-0.04
K2V,0.0001633658,0.871,4955,4.47,-0.23
G2IV,-0.0002155814,1.014,4483,1.04,-2.09
G5,-1.449307E-07,0.645,5476,4.357,-0.32
G8V,-0.0003076243,0.851,5211,4.38,0.36
G5,8.374333E-05,0.717,5426,4.5,-0.04
G8IV-V,1.046076E-05,0.701,5563,4.23,-0.02
G5,-0.0001381498,0.732,5281,4.374,-0.12
K1V,-8.237505E-05,0.813,5190,2.7,0.01
G8IV-V,-0.0001036624,0.701,5563,4.23,-0.02
K0V,1.077287E-05,0.786,5221,4.5,-0.24
G5,-0.0001154269,0.58,5625,4.2,-0.21
K0V,-0.0003942567,0.786,5221,4.5,-0.24
G5,3.879973E-05,0.717,5426,4.5,-0.04
F9V,9.342722E-05,0.518,6038,4.37,-0.08
M1V,0.0003956472,1.474,3705,4.8,0.6
G5,-0.0002545259,0.717,5426,4.5,-0.04
K0,0.0001200165,0.773,5261,4.55,-0.03
G5,-3.392198E-05,0.768,5097,4.1,-0.46
K1V,-0.0001648978,0.819,5169,4.43,-0.17
G5Vp,-0.0003231291,0.704,5320,4.49,-0.76
K0,-0.0002976231,0.773,5261,4.55,-0.03
sdG2,-0.0001299465,0.621,5405,4.49,-1.7
G5,-2.695039E-05,0.717,5426,4.5,-0.04
G8V,-0.0001872759,0.692,5285,4.62,-0.71
G5,-6.165492E-05,0.717,5426,4.5,-0.04
G5,5.349728E-05,0.717,5426,4.5,-0.04
M1V,-0.0005024021,1.474,3705,4.8,0.6
Fw,-0.0002328525,0.647,4949,1.32,-2.32
M1V,-0.0005048968,1.474,3705,4.8,0.6
M1V,-0.0004636942,1.474,3705,4.8,0.6
A2,-1.431868E-05,0.105,7354,3.769,-0.08
F9V,-7.915793E-05,0.518,6038,4.37,-0.08
K1V,-0.0007412637,0.811,5059,4.45,-0.16
K7V,-0.001296401,1.363,3900,4.232,0.17
K3III,-0.0001145033,1.299,4395,2.11,-0.01
M1V,-0.0004146311,1.474,3705,4.8,0.6
M0V,-0.0001919706,1.41,3858,4.165,-0.06
G0,-5.298501E-06,0.564,5720,4.4,-0.54
G6V,-0.0001310301,0.603,5474,4.16,-0.67
K2,-2.128724E-05,1.099,4505,4.307,-0.07
K3V,-3.730101E-05,0.95,4775,4.409,-0.12
G5III,-0.0006005036,0.709,5073,2.51,-1.44
G5,-8.062324E-05,0.645,5476,4.357,-0.32
F8V,-0.0008919133,0.661,5152,2.4,-1.42
K0V,0.0001205988,0.819,5139,4.79,-0.07
K1V,7.652663E-05,0.819,5169,4.43,-0.17
F7V,-0.0001648429,0.461,6154,3.69,-0.22
M1V,-0.0007552127,1.474,3705,4.8,0.6
M1V,-0.0005078274,1.474,3705,4.8,0.6
G8p...,-0.0001009183,1.323,4547,1.93,-0.33
M1V,-0.0002506124,1.474,3705,4.8,0.6
G5,-0.0002668884,0.645,5476,4.357,-0.32
G8V,-0.000466597,0.692,5285,4.62,-0.71
M1V,-0.0004320162,1.474,3705,4.8,0.6
M1V,-0.0005786219,1.474,3705,4.8,0.6
K0II-IIIva,-0.0004775818,1.173,4662,2.05,-0.09
M1V,-0.001012111,1.474,3705,4.8,0.6
K7V,-0.0006309801,1.363,3900,4.232,0.17
O9.5Ib...,0.0001316144,-0.199,9899,2.924,0.09
O9.5Ib...,-9.705176E-05,-0.199,9899,2.924,0.09
O9.5Vvar,-0.0001740083,0.18,6537,2.497,-2.09
O9.5Ib...,-1.355765E-05,-0.199,9899,2.924,0.09
O9.5Vvar,-6.132479E-05,0.18,6537,2.497,-2.09
O9.5Vvar,-2.722067E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001707904,0.18,6537,2.497,-2.09
O9.5Vvar,7.29181E-05,0.18,6537,2.497,-2.09
O9.5Vvar,5.823363E-06,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0001321748,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002650363,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0002130275,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001355417,0.18,6537,2.497,-2.09
O9.5Vvar,-3.491049E-05,0.18,6537,2.497,-2.09
O9.5Ib...,-3.008802E-05,-0.199,9899,2.924,0.09
O9.5Ib...,0.0006219771,-0.199,9899,2.924,0.09
M1V,0.0003632274,1.474,3705,4.8,0.6
O9.5Ib...,7.242757E-05,-0.199,9899,2.924,0.09
O9.5Vvar,3.344121E-05,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0001020606,0.18,6537,2.497,-2.09
K5V,0.0001438911,0.983,4576,4.414,-0.39
K3V,-5.42484E-05,0.95,4775,4.409,-0.12
G8V,0.0002914012,0.692,5285,4.62,-0.71
B5,0.0003538259,0.326,6162,4.05,-2.26
K1V,-1.035102E-05,0.811,5059,4.45,-0.16
K1V,-8.628181E-05,0.819,5169,4.43,-0.17
G0V,-0.0001625045,0.526,5704,4.36,-0.74
K0V,1.234183E-05,0.786,5221,4.5,-0.24
G5,0.0002384383,0.645,5476,4.357,-0.32
G5,-0.0001018149,0.645,5476,4.357,-0.32
K0V,6.89557E-05,0.786,5221,4.5,-0.24
F8,7.577545E-05,0.508,5932,4.285,-0.3
F8V,0.0001772077,0.661,5152,2.4,-1.42
G0,-0.0003173938,0.564,5720,4.4,-0.54
B6V,-1.800382E-05,-0.008,9530,3.86,-0.2
O9.5Vvar,3.174179E-05,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0001644062,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001538522,0.18,6537,2.497,-2.09
O9.5Vvar,0.0004581264,0.18,6537,2.497,-2.09
O9.5Vvar,0.0003151443,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001225861,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0002450097,0.18,6537,2.497,-2.09
O9.5Vvar,0.0005039345,0.18,6537,2.497,-2.09
O9.5Vvar,-3.798006E-05,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0001505938,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002348181,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002029887,0.18,6537,2.497,-2.09
O9.5Ib...,7.21761E-05,-0.199,9899,2.924,0.09
A1V,0.0006584366,0.107,7852,3.18,-1.67
F8,0.0002033521,0.53,5873,4.37,-0.45
F8V,0.0001161947,0.661,5152,2.4,-1.42
G3V,-0.0001869954,0.613,5324,4.47,-0.75
G5,-8.685564E-05,0.717,5426,4.5,-0.04
G5III,-0.0003700515,0.709,5073,2.51,-1.44
F0,0.0006143486,0.287,7134,3.863,-0.07
K2V,6.828037E-05,0.871,4955,4.47,-0.23
F0,0.0005356548,0.287,7134,3.863,-0.07
F6IVwvar,-8.161989E-07,0.382,6275,4.03,-0.57
K5V,-1.463968E-06,0.983,4576,4.414,-0.39
G0,-3.358382E-05,0.645,5467,4.68,-0.4
G8V,6.121687E-05,0.692,5285,4.62,-0.71
G0,8.954464E-05,0.645,5467,4.68,-0.4
G8V,9.870664E-05,0.692,5285,4.62,-0.71
G8V,7.982557E-06,0.692,5285,4.62,-0.71
G0V,-0.0002108522,0.572,5661,4.27,-0.37
O9.5Vvar,0.000158873,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001830438,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002302242,-0.199,9899,2.924,0.09
O9.5Vvar,0.000110928,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002930265,0.18,6537,2.497,-2.09
O9.5Ib...,0.000168857,-0.199,9899,2.924,0.09
O9.5Ib...,0.0005576907,-0.199,9899,2.924,0.09
M1V,0.0006194995,1.474,3705,4.8,0.6
G8II-III,0.001656522,0.895,5063,2.65,0.25
M1V,0.0003670495,1.474,3705,4.8,0.6
M1V,0.00111629,1.474,3705,4.8,0.6
K5V,-0.0001031524,0.983,4576,4.414,-0.39
K5V,0.0001970896,1.069,4382,4.64,-0.28
F0V,-9.225462E-05,0.309,7071,4.123,-0.14
M3V,-7.989863E-05,1.435,3690,4.535,0.05
G2V,0.0002929615,0.539,5373,4.37,-1.08
G0V,0.0001207162,0.526,5704,4.36,-0.74
F8,-6.608324E-05,0.53,5873,4.37,-0.45
F8V,-0.0001666641,0.661,5152,2.4,-1.42
F8V-VI,4.174417E-05,0.45,5966,4.21,-0.72
F8,9.583146E-05,0.53,5873,4.37,-0.45
F9V,-7.737859E-05,0.486,5790,3.7,-0.65
O9.5Ib...,0.0002605054,-0.199,9899,2.924,0.09
O9.5Ib...,0.0002732911,-0.199,9899,2.924,0.09
O9.5Ib...,0.0003764442,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001407201,-0.199,9899,2.924,0.09
O9.5Ib...,4.532954E-05,-0.199,9899,2.924,0.09
Fw,-1.818698E-05,0.647,4949,1.32,-2.32
F5,-0.0001080745,0.455,6246,4.223,-0.12
K7V,9.473375E-05,1.363,3900,4.232,0.17
M1V,0.0004545069,1.474,3705,4.8,0.6
O9.5Vvar,0.0002700552,0.18,6537,2.497,-2.09
K7V,0.000324282,1.363,3900,4.232,0.17
M1V,0.0005974338,1.474,3705,4.8,0.6
K7V,4.869221E-05,1.363,3900,4.232,0.17
M1V,-0.0002965382,1.474,3705,4.8,0.6
M1V,-0.0004527729,1.474,3705,4.8,0.6
G5,0.0001526219,0.632,5443,4.405,-0.3
A0,-0.0001151289,0.116,7652,4.287,0.06
F7V-VI,3.741966E-05,0.452,5961,4.3,-1.16
K2V,6.939183E-05,0.877,5059,4.57,-0.1
F7V-VI,0.0001058265,0.452,5961,4.3,-1.16
G0,3.824882E-05,0.721,5302,4.5,-0.19
G0,0.0001282166,0.721,5302,4.5,-0.19
G5,6.15595E-05,0.717,5426,4.5,-0.04
G5III,0.000378863,0.709,5073,2.51,-1.44
G5,-3.074973E-05,0.632,5443,4.405,-0.3
K3V,7.909129E-05,0.95,4775,4.409,-0.12
G0,1.280718E-05,0.721,5302,4.5,-0.19
K1V,7.749598E-05,0.813,5190,2.7,0.01
A4p,0.0002940884,0.43,5937,4.37,-2.03
G0,2.463749E-05,0.721,5302,4.5,-0.19
G5,-0.0002135473,0.717,5426,4.5,-0.04
G0,-7.925815E-05,0.721,5302,4.5,-0.19
G0Vm,0.0004048912,0.501,5845,3.81,-0.88
F7V-VI,0.0001181602,0.452,5961,4.3,-1.16
G5Vp,-4.566262E-05,0.704,5320,4.49,-0.76
K1V,-6.121022E-05,0.819,5169,4.43,-0.17
0,0.000207433,0,4752,4.641,-0.91
G8III,0.000198492,0.94,4800,2.56,-0.39
K7V,0.0006619705,1.363,3900,4.232,0.17
M1V,-1.089372E-05,1.474,3705,4.8,0.6
M1V,0.0004699884,1.474,3705,4.8,0.6
G5Vp,0.0004440192,0.704,5320,4.49,-0.76
G3IV,-0.0002741323,0.828,5126,3.5,-0.59
K0V,0.000329159,0.786,5221,4.5,-0.24
K2V,5.395033E-05,0.871,4955,4.47,-0.23
K0,0.0002835839,0.624,5100,2.73,-1.82
G5,6.863714E-05,0.58,5625,4.2,-0.21
G0,0.0004157884,0.564,5720,4.4,-0.54
M1V,-1.928286E-05,1.474,3705,4.8,0.6
M1V,0.0001817912,1.474,3705,4.8,0.6
O9.5Vvar,7.448759E-06,0.18,6537,2.497,-2.09
G2IV,-1.996917E-05,0.605,5807,3.89,0.14
M1V,0.0003160842,1.474,3705,4.8,0.6
K1V,7.343977E-05,0.811,5059,4.45,-0.16
K1V,4.713592E-05,0.813,5190,2.7,0.01
G5Vp,0.0004880676,0.704,5320,4.49,-0.76
G9V,2.180568E-05,0.764,5132,4.34,-0.61
G8III,0.0002622435,1.136,4304,0.93,-1.35
F9V,-0.0002988473,0.486,5790,3.7,-0.65
B5,0.0004746943,0.326,6162,4.05,-2.26
