spectraltype,redshift,color,temperature,gravity,metallicity
G0,-0.0003099639,0.564,5720,4.4,-0.54
M1V,6.842126E-05,1.474,3705,4.8,0.6
M1V,-0.0001683855,1.474,3705,4.8,0.6
G0V,-1.90497E-05,0.564,5651,4.42,-0.32
G5,1.235468E-05,0.645,5476,4.357,-0.32
Fw,0.0001225488,0.647,4949,1.32,-2.32
Fw,2.265659E-05,0.647,4949,1.32,-2.32
Fw,0.00021872,0.647,4949,1.32,-2.32
F9V,9.93539E-05,0.486,5790,3.7,-0.65
B6V,-0.0001036559,-0.008,9530,3.86,-0.2
G0V,0.000164416,0.572,5661,4.27,-0.37
K3III,-0.0001390189,1.299,4395,2.11,-0.01
F4V,0.0001227762,0.439,5952,4.22,-1.45
O9.5Ib...,0.0001171191,-0.199,9899,2.924,0.09
A0,-0.000206417,0.116,7652,4.287,0.06
K2V,-6.996933E-05,0.871,4955,4.47,-0.23
K,-8.093537E-05,1.176,4246,4.24,0
M1V,-0.0001975565,1.474,3705,4.8,0.6
F9V,1.640591E-05,0.486,5790,3.7,-0.65
M1V,-1.10745E-05,1.474,3705,4.8,0.6
M1V,0.0002709433,1.474,3705,4.8,0.6
M1V,0.0001816407,1.474,3705,4.8,0.6
M1V,0.0006020893,1.474,3705,4.8,0.6
G5Vp,-3.582078E-05,0.704,5320,4.49,-0.76
M1V,0.0002385285,1.474,3705,4.8,0.6
G0Vm,0.0003375512,0.501,5845,3.81,-0.88
M1V,0.0002133487,1.474,3705,4.8,0.6
O9.5Vvar,0.0002859469,0.18,6537,2.497,-2.09
O9.5Ib...,0.0003413655,-0.199,9899,2.924,0.09
M1V,0.0006641472,1.474,3705,4.8,0.6
A0,-6.583336E-05,0.116,7652,4.287,0.06
A0,-0.0002599027,0.116,7652,4.287,0.06
K7V,0.0005399615,1.363,3900,4.232,0.17
G0,0.0005164634,0.638,5257,3.15,-1.48
G0V,-4.650915E-05,0.526,5704,4.36,-0.74
G2V,0.00120841,0.539,5373,4.37,-1.08
O9.5Vvar,0.0002778041,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001157414,0.18,6537,2.497,-2.09
O9.5Vvar,0.0003025515,0.18,6537,2.497,-2.09
O9.5Vvar,7.424867E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002705603,0.18,6537,2.497,-2.09
G0,-3.48146E-05,0.573,5671,4.323,-0.18
G0V,0.0001260678,0.572,5661,4.27,-0.37
G8IV,-3.444945E-05,0.722,5501,4.28,0.31
G6V,7.610551E-05,0.603,5474,4.16,-0.67
G8V,7.946701E-05,0.692,5285,4.62,-0.71
K0V,0.0001282025,0.786,5221,4.5,-0.24
K1V,4.620953E-05,0.819,5169,4.43,-0.17
G5Vp,0.0006487801,0.704,5320,4.49,-0.76
G0V,0.0001530458,0.572,5661,4.27,-0.37
M1V,-6.719062E-05,1.474,3705,4.8,0.6
O9.5Ib...,0.000241772,-0.199,9899,2.924,0.09
O9.5Vvar,7.543184E-05,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001247867,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002925985,-0.199,9899,2.924,0.09
O9.5Ib...,0.0004121906,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002163367,0.18,6537,2.497,-2.09
O9.5Ib...,0.0002919527,-0.199,9899,2.924,0.09
M1V,0.000610944,1.474,3705,4.8,0.6
G8V,0.00058534,0.692,5285,4.62,-0.71
G5III-IV,0.0002795288,0.883,4741,2.5,-0.7
G6V,2.21199E-05,0.603,5474,4.16,-0.67
K1V,-1.499452E-06,0.819,5169,4.43,-0.17
K5V,0.0004333122,0.983,4576,4.414,-0.39
G5Vp,0.0001621014,0.704,5320,4.49,-0.76
F9V,-0.0001091129,0.486,5790,3.7,-0.65
G1V,-0.0001394151,0.712,5613,4.11,-0.94
F8V-VI,2.077434E-05,0.45,5966,4.21,-0.72
M1V,0.000459488,1.474,3705,4.8,0.6
M1V,0.0001943791,1.474,3705,4.8,0.6
M1V,-0.0005469118,1.474,3705,4.8,0.6
M1V,-0.0001360718,1.474,3705,4.8,0.6
M1V,5.105181E-05,1.474,3705,4.8,0.6
M1V,0.000914221,1.474,3705,4.8,0.6
0,0.0008702837,1.633,3714,1.49,-0.57
M1V,0.0009100735,1.474,3705,4.8,0.6
M1V,0.0002246797,1.474,3705,4.8,0.6
F8,0.0002244276,0.419,6245,4.234,-0.49
K7V,0.0006930159,1.363,3900,4.232,0.17
A0,0.0001110906,0.116,7652,4.287,0.06
F9V,-0.0001019948,0.518,6038,4.37,-0.08
G1V,0.0003758192,0.6,5630,4.5,-0.45
A0,-0.0002443073,0.116,7652,4.287,0.06
O9.5Vvar,0.0003489069,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001952535,0.18,6537,2.497,-2.09
M1V,0.00069572,1.474,3705,4.8,0.6
O9.5Vvar,0.0001216176,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001726762,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001345454,0.18,6537,2.497,-2.09
G1V,0.0001605878,0.712,5613,4.11,-0.94
O9.5Ib...,0.0001529687,-0.199,9899,2.924,0.09
O9.5Vvar,0.0001288416,0.18,6537,2.497,-2.09
O9.5Ib...,0.0003507855,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002444487,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001426728,0.18,6537,2.497,-2.09
O9.5Vvar,8.515965E-05,0.18,6537,2.497,-2.09
M1V,0.0002687791,1.474,3705,4.8,0.6
O9.5Ib...,0.0001068918,-0.199,9899,2.924,0.09
O9.5Vvar,0.0004061347,0.18,6537,2.497,-2.09
O9.5Ib...,0.0004853409,-0.199,9899,2.924,0.09
0,-0.0002786567,1.08,4437,2.745,0.21
K3III,4.834139E-05,1.299,4395,2.11,-0.01
K3III,4.651113E-05,1.381,4066,1.43,-0.27
K7V,-8.375479E-05,1.363,3900,4.232,0.17
M1V,-0.0007070485,1.474,3705,4.8,0.6
G0V,-0.0001237764,0.564,5651,4.42,-0.32
M1V,0.0002078835,1.474,3705,4.8,0.6
O9.5Ib...,-0.0004321408,-0.199,9899,2.924,0.09
G5Vp,-0.0004222114,0.704,5320,4.49,-0.76
K5V,0.0006934808,0.983,4576,4.414,-0.39
M1V,-0.0002663363,1.474,3705,4.8,0.6
M1V,-0.0005336038,1.474,3705,4.8,0.6
M1V,-0.0004342139,1.474,3705,4.8,0.6
G1V,-1.864738E-06,0.6,5630,4.5,-0.45
G5Vp,-1.700577E-05,0.704,5320,4.49,-0.76
G5Vp,-0.0002892941,0.704,5320,4.49,-0.76
0,-2.252191E-05,0.44,6064,4.24,-0.33
M1V,0.0003338409,1.474,3705,4.8,0.6
M1V,0.0001999526,1.474,3705,4.8,0.6
M1V,-0.0005435538,1.474,3705,4.8,0.6
K7V,-6.16587E-05,1.363,3900,4.232,0.17
K0V,-0.0003352172,0.786,5221,4.5,-0.24
G1V,-0.0001972069,0.561,5659,4.42,-0.6
M1V,-0.0002840062,1.474,3705,4.8,0.6
G0V,-0.0006822193,0.526,5704,4.36,-0.74
K0V,0.0001390498,0.786,5221,4.5,-0.24
G1V,0.0007745087,0.6,5630,4.5,-0.45
K0V,-0.0001114511,0.786,5221,4.5,-0.24
G5,8.020143E-05,0.717,5426,4.5,-0.04
G5,-2.850206E-05,0.717,5426,4.5,-0.04
G0,0.0008011377,0.638,5257,3.15,-1.48
F8,0.0004456148,0.605,5649,3.918,-0.49
F9V,-1.680442E-05,0.518,6038,4.37,-0.08
F9V,0.0002022672,0.486,5790,3.7,-0.65
G2V,-5.626039E-05,0.539,5373,4.37,-1.08
A0,5.311798E-05,0.116,7652,4.287,0.06
M1V,0.0001608093,1.474,3705,4.8,0.6
M1V,-0.0002487768,1.474,3705,4.8,0.6
M1V,-0.0001676619,1.474,3705,4.8,0.6
M1V,-0.0006385395,1.474,3705,4.8,0.6
M1V,-4.762861E-05,1.474,3705,4.8,0.6
M1V,-0.000730729,1.474,3705,4.8,0.6
O9.5Ib...,0.0001207234,-0.199,9899,2.924,0.09
K5V,-9.909298E-05,0.983,4576,4.414,-0.39
M1V,0.000158098,1.474,3705,4.8,0.6
M1V,-0.0008872032,1.474,3705,4.8,0.6
O9.5Ib...,0.0008994332,-0.199,9899,2.924,0.09
G5Vp,2.967117E-05,0.704,5320,4.49,-0.76
A2,-9.38505E-05,0.298,7118,4.045,-0.15
G0V,-0.0003134164,0.536,5621,4.03,-1.02
Fw,-0.0001753059,0.647,4949,1.32,-2.32
G0V,-0.0001634697,0.564,5651,4.42,-0.32
O9.5Vvar,1.169278E-05,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0001946819,0.18,6537,2.497,-2.09
M1V,4.014793E-05,1.474,3705,4.8,0.6
M1V,-0.0003692258,1.474,3705,4.8,0.6
O9.5Ib...,0.000113107,-0.199,9899,2.924,0.09
M1V,0.0006738526,1.474,3705,4.8,0.6
Fw,-9.261288E-05,0.647,4949,1.32,-2.32
M1V,-0.0007640463,1.474,3705,4.8,0.6
A9Vn,-0.0007248577,0.272,7235,4.09,-0.36
K5V,-6.693353E-05,0.983,4576,4.414,-0.39
G1V,-0.0008338098,0.6,5630,4.5,-0.45
G2V,-8.816084E-05,0.539,5373,4.37,-1.08
O9.5Vvar,3.993664E-05,0.18,6537,2.497,-2.09
A4p,-0.001632124,0.43,5937,4.37,-2.03
G5Vp,-0.0009571332,0.704,5320,4.49,-0.76
F9V,-0.0005135726,0.486,5790,3.7,-0.65
K1V,-2.955646E-05,0.811,5059,4.45,-0.16
G1V,-0.000391436,0.6,5630,4.5,-0.45
M3V,9.940469E-05,1.435,3690,4.535,0.05
G2V,1.506821E-06,0.507,5891,4.082,-0.12
F8,-7.58511E-05,0.53,5873,4.37,-0.45
K7V,-0.0001261364,1.354,3962,4.5,-0.36
G0V,-0.0006163463,0.557,5762,4.34,-0.42
G5IV,5.66499E-05,0.719,5448,3.85,0.16
G5,-5.784583E-05,0.732,5281,4.374,-0.12
G5,6.064233E-06,0.717,5426,4.5,-0.04
M1V,-0.0001096932,1.474,3705,4.8,0.6
G8IV-V,-0.0001228461,0.701,5563,4.23,-0.02
G5,-1.093896E-05,0.645,5476,4.357,-0.32
G0V,6.611211E-05,0.564,5651,4.42,-0.32
G5Vp,0.0001873046,0.704,5320,4.49,-0.76
G0V,-0.0001559913,0.564,5651,4.42,-0.32
G5Vp,5.725586E-05,0.704,5320,4.49,-0.76
F0,8.820255E-06,0.382,6604,3.999,-0.2
M0V,-0.0001252755,1.41,3858,4.165,-0.06
O9.5Ib...,-0.001071224,-0.199,9899,2.924,0.09
M1V,0.0006743709,1.474,3705,4.8,0.6
0,0.0001089345,1.633,3714,1.49,-0.57
0,6.620024E-05,0.427,5645,4.03,-1.51
M2V,0.0004491936,1.502,3717,4.89,-0.2
G5,-3.356396E-05,0.759,5262,4.5,-0.03
G5,-0.0002471982,0.717,5426,4.5,-0.04
G5,-0.0001012221,0.645,5476,4.357,-0.32
G8V,-0.0001115641,0.692,5285,4.62,-0.71
G2V,7.239752E-05,0.581,5506,3.8,-0.5
K0V,-0.0001563417,0.786,5221,4.5,-0.24
G0,0.0001186654,0.645,5467,4.68,-0.4
A0,-0.0002394372,0.116,7652,4.287,0.06
M1V,0.0004392202,1.474,3705,4.8,0.6
M1V,0.000107054,1.474,3705,4.8,0.6
K1V,-0.0002050842,0.819,5169,4.43,-0.17
G8IV-V,-0.0002027439,0.701,5563,4.23,-0.02
G5,4.059753E-05,0.717,5426,4.5,-0.04
G5Vp,0.0002038919,0.704,5320,4.49,-0.76
K1V...,-0.001117056,0.863,4801,4.6,-1.72
G5,-9.089085E-05,0.717,5426,4.5,-0.04
K5V,-0.0002649434,0.983,4576,4.414,-0.39
G5,-1.161166E-05,0.717,5426,4.5,-0.04
G5,5.163243E-05,0.717,5426,4.5,-0.04
K0V,-0.0001998346,0.819,5139,4.79,-0.07
G1V,-6.440925E-05,0.6,5630,4.5,-0.45
K5V,-0.0001637362,0.983,4576,4.414,-0.39
G8V,7.315616E-05,0.692,5285,4.62,-0.71
G5,-0.0001337879,0.717,5426,4.5,-0.04
M3V,0.0002172698,1.435,3690,4.535,0.05
G5,-0.0001267846,0.732,5281,4.374,-0.12
K2V,-0.0002012749,0.871,4955,4.47,-0.23
K0,5.046918E-05,0.773,5261,4.55,-0.03
M1V,8.225268E-05,1.474,3705,4.8,0.6
B9,-0.0002148062,0.029,8554,4.325,0.1
G1V,-0.000139856,0.561,5659,4.42,-0.6
K1V,-0.0002642269,0.811,5059,4.45,-0.16
G5,-0.0001972914,0.717,5426,4.5,-0.04
G5,1.35175E-05,0.645,5476,4.357,-0.32
K0IV,-3.831101E-05,0.841,5074,3.49,-0.1
G1V,-0.0001418617,0.6,5630,4.5,-0.45
G0,-8.059375E-05,0.674,5480,4.387,0.03
G8V,-0.0001647281,0.692,5285,4.62,-0.71
G0,3.967664E-05,0.757,5261,4.394,-0.13
G5Vp,0.0004178137,0.704,5320,4.49,-0.76
G0V...,-0.0002685865,0.53,5860,4.4,-0.26
F8V,-5.894142E-05,0.473,6188,4.251,-0.03
G6V,-0.0005034904,0.603,5474,4.16,-0.67
A2,-0.0002770106,0.105,7354,3.769,-0.08
G1V,-0.0002187748,0.6,5630,4.5,-0.45
G0V,-1.191686E-05,0.526,5704,4.36,-0.74
G5Vp,-6.217314E-05,0.704,5320,4.49,-0.76
G5,-0.0001405814,0.645,5476,4.357,-0.32
K2V,-0.0002443917,0.871,4955,4.47,-0.23
G8V,0.0002076904,0.692,5285,4.62,-0.71
G5,-0.0001134353,0.717,5426,4.5,-0.04
G0,0.0001597089,0.757,5261,4.394,-0.13
sdG2,-0.0009833317,0.621,5405,4.49,-1.7
K1V,-0.0002051202,0.811,5059,4.45,-0.16
K1V,3.733171E-05,0.819,5169,4.43,-0.17
G5Vp,-0.0002621961,0.704,5320,4.49,-0.76
K3III,-0.0001745985,1.299,4395,2.11,-0.01
F9V,-0.0002122914,0.486,5790,3.7,-0.65
K7V,-0.0005992002,1.363,3900,4.232,0.17
M1V,-0.0002524113,1.474,3705,4.8,0.6
M1V,2.672583E-05,1.474,3705,4.8,0.6
M1V,-8.673191E-05,1.474,3705,4.8,0.6
G0V,-0.0001961298,0.557,5762,4.34,-0.42
G0V,-0.0002088441,0.564,5651,4.42,-0.32
G5Vp,3.545078E-05,0.704,5320,4.49,-0.76
0,0.001030495,0.536,5665,4.28,-0.99
G0,-2.34922E-05,0.645,5467,4.68,-0.4
G5Vp,0.0004729377,0.704,5320,4.49,-0.76
G3IV,0.0002131908,0.828,5126,3.5,-0.59
K0V,5.505031E-06,0.786,5221,4.5,-0.24
sdG2,0.0003772432,0.621,5405,4.49,-1.7
G8V,0.0001351262,0.692,5285,4.62,-0.71
G1V,-0.0003921754,0.6,5630,4.5,-0.45
F8,-0.0003025435,0.53,5873,4.37,-0.45
G8Vp,-0.0006109311,0.754,5047,4.59,-1.34
G0,-0.00016847,0.564,5720,4.4,-0.54
G6V,0.0001235997,0.603,5474,4.16,-0.67
sdG2,0.0004178602,0.621,5405,4.49,-1.7
K7V,0.0003473645,1.363,3900,4.232,0.17
K7V,0.0002334212,1.363,3900,4.232,0.17
F2,0.0001671543,0.385,6432,4.129,-0.33
G8IV-V,8.428242E-05,0.701,5563,4.23,-0.02
G5,-5.925774E-05,0.953,4576,1.4,-1.71
sdG2,-0.0001027028,0.621,5405,4.49,-1.7
F9V,-6.293329E-07,0.486,5790,3.7,-0.65
K1V,0.0001163042,0.819,5169,4.43,-0.17
K1V,0.0001875175,0.819,5169,4.43,-0.17
K0V,-4.052084E-05,0.786,5221,4.5,-0.24
M1V,8.134817E-05,1.474,3705,4.8,0.6
G5Vp,0.0002476715,0.704,5320,4.49,-0.76
G2V,0.0002619344,0.539,5373,4.37,-1.08
M2V,-9.242232E-06,1.502,3717,4.89,-0.2
O9.5Ib...,0.0001240969,-0.199,9899,2.924,0.09
G5III,-0.0004067,0.709,5073,2.51,-1.44
G5Vp,-0.0002514312,0.704,5320,4.49,-0.76
G2V,-0.0001451735,0.539,5373,4.37,-1.08
G0V,0.0001923625,0.557,5762,4.34,-0.42
G5,-3.57004E-05,0.717,5426,4.5,-0.04
K0V,-0.0001439073,0.786,5221,4.5,-0.24
G5Vp,0.0001706909,0.704,5320,4.49,-0.76
G2V,-0.0008779254,0.539,5373,4.37,-1.08
K3III,9.065579E-06,1.299,4395,2.11,-0.01
M1V,-0.0003062937,1.474,3705,4.8,0.6
0,-9.343098E-05,0.404,6442,3.712,-0.33
G5Vp,0.0002873518,0.704,5320,4.49,-0.76
G8V,0.0001028056,0.692,5285,4.62,-0.71
0,0.0001327097,1.633,3710,1.64,-0.54
A0,-0.0001708934,0.116,7652,4.287,0.06
B9III,0.0002869894,-0.021,9640,3.804,-0.06
K2V,-2.596713E-05,0.871,4955,4.47,-0.23
G0IIIwsp,-2.763946E-05,0.614,5628,3.63,-0.52
G6V,3.976139E-05,0.603,5474,4.16,-0.67
G5,0.0002962635,0.717,5426,4.5,-0.04
K5V,0.0007477012,0.983,4576,4.414,-0.39
G2V,0.0003849568,0.539,5373,4.37,-1.08
K3V,-7.149572E-07,1.038,4528,4.251,0.07
K1V,0.0001243167,0.811,5059,4.45,-0.16
F9V,0.0003221988,0.486,5790,3.7,-0.65
F8,-0.0001384769,0.508,5932,4.285,-0.3
G0V,0.0005514261,0.526,5704,4.36,-0.74
G3IV,0.0004983006,0.828,5126,3.5,-0.59
G8V,8.468871E-05,0.692,5285,4.62,-0.71
sdG2,0.0002401959,0.621,5405,4.49,-1.7
K0,0.0001431245,0.773,5261,4.55,-0.03
A2,-0.0001623759,0.298,7118,4.045,-0.15
sdG2,0.0003013812,0.621,5405,4.49,-1.7
G8Vp,0.0002914898,0.754,5047,4.59,-1.34
G1V,0.0006212916,0.6,5630,4.5,-0.45
G2V,-2.490421E-05,0.539,5373,4.37,-1.08
G8Vp,0.0003061572,0.754,5047,4.59,-1.34
K1V,-1.501538E-05,0.819,5169,4.43,-0.17
K3V,-9.845912E-05,0.95,4775,4.409,-0.12
M2V,0.0001031682,1.502,3717,4.89,-0.2
G0V,0.00376161,0.564,5651,4.42,-0.32
G1V,0.0005703588,0.712,5613,4.11,-0.94
K0,5.804621E-05,0.773,5261,4.55,-0.03
K0V,0.0002269305,0.786,5221,4.5,-0.24
F9V,0.000228009,0.518,6038,4.37,-0.08
G8III-IV,0.0002691044,0.935,4671,2.46,-0.51
K1V,0.0003884899,0.811,5059,4.45,-0.16
G8V,5.997627E-05,0.749,5239,4.5,-0.21
F2,-5.552393E-05,0.366,7126,3.924,0.23
K0,6.643949E-05,0.773,5261,4.55,-0.03
F5,0.0001360754,0.455,6246,4.223,-0.12
G8III-IV,0.0003885942,0.935,4671,2.46,-0.51
G0V,0.0002592066,0.572,5661,4.27,-0.37
F8V,0.001212211,0.661,5152,2.4,-1.42
K0V,0.0001381156,0.786,5221,4.5,-0.24
K1V,-0.0003613565,0.811,5059,4.45,-0.16
G8IV-V,0.0002776447,0.701,5563,4.23,-0.02
sdG2,0.0003033324,0.621,5405,4.49,-1.7
K2V,0.000230171,0.871,4955,4.47,-0.23
G5,0.0001423325,0.717,5426,4.5,-0.04
F5,0.0001841921,0.455,6246,4.223,-0.12
F2,0.0002031206,0.385,6432,4.129,-0.33
G8V,0.0001255039,0.692,5285,4.62,-0.71
G8V,0.0003593328,0.692,5285,4.62,-0.71
M1V,0.0007396181,1.474,3705,4.8,0.6
G1V,0.000292669,0.6,5630,4.5,-0.45
O9.5Ib...,-0.0003386805,-0.199,9899,2.924,0.09
K7V,-3.823578E-05,1.363,3900,4.232,0.17
M1V,-0.0007559282,1.474,3705,4.8,0.6
M1V,-0.0002907773,1.474,3705,4.8,0.6
M1V,-0.0003649255,1.474,3705,4.8,0.6
M1V,-0.000483531,1.474,3705,4.8,0.6
K3III,3.936476E-05,1.299,4395,2.11,-0.01
M1V,-0.0008001986,1.474,3705,4.8,0.6
M1V,9.351254E-05,1.474,3705,4.8,0.6
K7V,-0.0007828375,1.363,3900,4.232,0.17
K5IV,-0.0004608817,1.063,4353,4.522,-0.47
B6Vnn,-0.0003318908,-0.119,13582,3.952,-0.08
G0V...,-1.149575E-05,0.53,5860,4.4,-0.26
B6V,-0.001028613,-0.008,9530,3.86,-0.2
F2,0.0001210763,0.385,6432,4.129,-0.33
K,-0.0001294467,1.176,4246,4.24,0
G2V,-0.0005919668,0.539,5373,4.37,-1.08
B9III,-0.001084913,-0.021,9640,3.804,-0.06
M1V,-2.814437E-05,1.474,3705,4.8,0.6
O9.5Ib...,-4.987123E-05,-0.199,9899,2.924,0.09
M1V,-0.0008480406,1.474,3705,4.8,0.6
M1V,-6.420778E-05,1.474,3705,4.8,0.6
M1V,-0.0007421218,1.474,3705,4.8,0.6
O9.5Ib...,-0.0002604696,-0.199,9899,2.924,0.09
Fw,0.0002196447,0.647,4949,1.32,-2.32
M1V,-0.0003216084,1.474,3705,4.8,0.6
K3III,3.019487E-05,1.299,4395,2.11,-0.01
M1V,0.0001198894,1.474,3705,4.8,0.6
K0,-0.0002733085,0.624,5100,2.73,-1.82
O9.5Ib...,8.775924E-05,-0.199,9899,2.924,0.09
M2V,9.734568E-05,1.502,3717,4.89,-0.2
G5,-6.478209E-05,0.717,5426,4.5,-0.04
G0V,-0.0003209547,0.572,5661,4.27,-0.37
F8,-0.0004795607,0.53,5873,4.37,-0.45
G5,-1.771414E-05,0.759,5262,4.5,-0.03
M1V,0.0002235757,1.474,3705,4.8,0.6
O9.5Ib...,0.0003085084,-0.199,9899,2.924,0.09
M1V,-0.0003721479,1.474,3705,4.8,0.6
K0,-0.0001617122,0.773,5261,4.55,-0.03
K0V,-0.0001890152,0.786,5221,4.5,-0.24
Fw,-0.0004678169,0.647,4949,1.32,-2.32
M1V,-0.0006165437,1.474,3705,4.8,0.6
M1V,-0.0007597727,1.474,3705,4.8,0.6
M1V,-1.8718E-07,1.474,3705,4.8,0.6
M1V,-0.0005495207,1.474,3705,4.8,0.6
G5,-0.0001845683,0.717,5426,4.5,-0.04
M1V,0.0002192127,1.474,3705,4.8,0.6
0,-0.0001528557,1.633,3714,1.49,-0.57
K7V,0.0001024349,1.363,3900,4.232,0.17
K7V,0.0001344416,1.363,3900,4.232,0.17
S...,0.0003635355,1.756,3700,1,-0.45
M1V,0.0007064667,1.474,3705,4.8,0.6
M1V,-0.0003268231,1.474,3705,4.8,0.6
G7V,-4.316795E-05,0.656,5377,4.5,-0.35
K0IV,-5.173346E-05,0.899,4923,3.19,-0.19
M1V,-0.0001943413,1.474,3705,4.8,0.6
F4V,-0.0004205978,0.439,5952,4.22,-1.45
M1V,0.0003620252,1.474,3705,4.8,0.6
M1V,-0.0008802871,1.474,3705,4.8,0.6
G5,-5.553987E-06,0.717,5426,4.5,-0.04
F6IVwvar,-0.0001040081,0.382,6275,4.03,-0.57
M1V,-1.144237E-05,1.474,3705,4.8,0.6
M1V,-0.0002353636,1.474,3705,4.8,0.6
M1V,-0.0001704202,1.474,3705,4.8,0.6
K3III,7.270059E-06,1.299,4395,2.11,-0.01
G2V,0.001553371,0.592,5627,4.41,-0.43
K2V,-0.0002338125,0.871,4955,4.47,-0.23
K1V,0.000141978,0.819,5169,4.43,-0.17
F8V,0.000422974,0.661,5152,2.4,-1.42
K7V,0.0005187885,1.363,3900,4.232,0.17
G1V,2.924383E-06,0.6,5630,4.5,-0.45
G5,-7.354181E-05,0.717,5426,4.5,-0.04
G7V,0.0002308332,0.656,5377,4.5,-0.35
G5,-0.000191975,0.717,5426,4.5,-0.04
G8V,9.919381E-05,0.692,5285,4.62,-0.71
K3V,-9.719879E-05,0.95,4775,4.409,-0.12
K3V,-5.026288E-07,1.038,4528,4.251,0.07
K7V,-4.004055E-05,1.363,3900,4.232,0.17
G5V,0.0001861352,0.622,5762,4.38,0.06
0,-7.279601E-05,0.536,5665,4.28,-0.99
G3IV,0.0002068213,0.828,5126,3.5,-0.59
F9V,-0.0001066864,0.486,5790,3.7,-0.65
G5,4.62022E-05,0.717,5426,4.5,-0.04
G1V,0.0002724983,0.6,5630,4.5,-0.45
sdG2,-0.0005381675,0.621,5405,4.49,-1.7
K3V,-5.679061E-05,0.95,4775,4.409,-0.12
F8V,-0.0007243303,0.661,5152,2.4,-1.42
G5Vp,3.073833E-05,0.704,5320,4.49,-0.76
G5,-0.0001437385,0.717,5426,4.5,-0.04
G1V,-0.0004866555,0.6,5630,4.5,-0.45
G2V,-0.0001183771,0.581,5506,3.8,-0.5
F9V,-0.0001181381,0.486,5790,3.7,-0.65
O9.5Vvar,-8.150649E-05,0.18,6537,2.497,-2.09
K5IV,-8.341711E-05,1.063,4353,4.522,-0.47
G1V,-0.0002643926,0.6,5630,4.5,-0.45
G1V,-0.0003432825,0.6,5630,4.5,-0.45
K2V,-9.16506E-05,0.871,4955,4.47,-0.23
O9.5Ib...,-0.0004618565,-0.199,9899,2.924,0.09
O9.5Vvar,-9.965253E-05,0.18,6537,2.497,-2.09
O9.5Ib...,-0.0001669554,-0.199,9899,2.924,0.09
0,-0.0002914275,1.633,3714,1.49,-0.57
M2V,-7.74033E-05,1.502,3717,4.89,-0.2
O9.5Vvar,-8.949411E-06,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001522207,0.18,6537,2.497,-2.09
O9.5Ib...,0.0001148451,-0.199,9899,2.924,0.09
K7V,-0.0001879823,1.363,3900,4.232,0.17
O9.5Ib...,0.0003030872,-0.199,9899,2.924,0.09
F4V,0.0004439873,0.439,5952,4.22,-1.45
O9.5Vvar,-4.489705E-05,0.18,6537,2.497,-2.09
K7V,9.475151E-05,1.363,3900,4.232,0.17
O9.5Ib...,-3.832196E-05,-0.199,9899,2.924,0.09
M1V,0.0008133749,1.474,3705,4.8,0.6
O9.5Vvar,-5.644926E-06,0.18,6537,2.497,-2.09
M1V,-9.7463E-05,1.474,3705,4.8,0.6
O9.5Vvar,-0.0002800747,0.18,6537,2.497,-2.09
O9.5Ib...,0.0003938796,-0.199,9899,2.924,0.09
O9.5Ib...,0.0001631721,-0.199,9899,2.924,0.09
O9.5Vvar,0.0002027842,0.18,6537,2.497,-2.09
O9.5Vvar,-8.712707E-05,0.18,6537,2.497,-2.09
M2V,-6.971935E-05,1.502,3717,4.89,-0.2
O9.5Vvar,0.0001199227,0.18,6537,2.497,-2.09
O9.5Vvar,0.0001475434,0.18,6537,2.497,-2.09
O9.5Vvar,2.934154E-05,0.18,6537,2.497,-2.09
O9.5Vvar,1.462491E-05,0.18,6537,2.497,-2.09
O9.5Vvar,7.424792E-05,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0001761018,0.18,6537,2.497,-2.09
O9.5Vvar,0.0002107203,0.18,6537,2.497,-2.09
O9.5Vvar,-0.0001806372,0.18,6537,2.497,-2.09
A0,-9.6297E-05,0.116,7652,4.287,0.06
O9.5Vvar,0.0001301023,0.18,6537,2.497,-2.09
O9.5Ib...,-0.0002236345,-0.199,9899,2.924,0.09
O9.5Ib...,8.271479E-05,-0.199,9899,2.924,0.09
M1V,-0.0001673463,1.474,3705,4.8,0.6
O9.5Ib...,-0.000224073,-0.199,9899,2.924,0.09
O9.5Ib...,3.952241E-05,-0.199,9899,2.924,0.09
O9.5Vvar,1.852373E-05,0.18,6537,2.497,-2.09
O9.5Ib...,0.0009026995,-0.199,9899,2.924,0.09
O9.5Vvar,2.632795E-05,0.18,6537,2.497,-2.09
O9.5Vvar,-6.782314E-05,0.18,6537,2.497,-2.09
F4V,-2.174674E-05,0.439,5952,4.22,-1.45
O9.5Ib...,8.272933E-05,-0.199,9899,2.924,0.09
M1V,0.0004158978,1.474,3705,4.8,0.6
